,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
300,StopPoint:80:56,004004026:23,12706,Europe,De Gaulle,StopPoint:Node:3168762866,Phébus,004004026:23,12706,Europe,De Gaulle
301,StopPoint:80:62,004004026:23,12805,Vélizy 2,Europe,StopPoint:Node:5405951916,Phébus,004004026:23,12805,Vélizy 2,Europe
304,StopPoint:80:63,004004026:23,12805,Europe,Europe,StopPoint:Node:5405951916,Phébus,004004026:23,12805,Europe,Europe
305,StopPoint:80:64,004004026:23,12725,Vélizy 2,Europe Sud,StopPoint:Node:5362086667,Phébus,004004026:23,12725,Vélizy 2,Europe Sud
306,StopPoint:80:65,004004026:23,12726,Europe,Europe Sud,StopPoint:Node:5347077074,Phébus,004004026:23,12726,Europe,Europe Sud
307,StopPoint:80:67,004004026:23,411940,Europe,Europe Sud,StopPoint:Node:3567219341,Phébus,004004026:23,411940,Europe,Europe Sud
308,StopPoint:80:68,004004026:23,24691,Europe,Exelmans,StopPoint:Node:4323743911,Phébus,004004026:23,24691,Europe,Exelmans
309,StopPoint:80:71,004004026:23,12707,Europe,Fronval,StopPoint:Node:5597300880,Phébus,004004026:23,12707,Europe,Fronval
310,StopPoint:80:77,004004026:23,12714,Vélizy 2,Grange Dame Rose,StopPoint:Node:5409941424,Phébus,004004026:23,12714,Vélizy 2,Grange Dame Rose
312,StopPoint:80:90,004004026:23,40531,Europe,Vélizy 2,StopPoint:Node:3609871785,Phébus,004004026:23,40531,Europe,Vélizy 2
313,StopPoint:80:90,004004026:23,40531,Vélizy 2,Vélizy 2,StopPoint:Node:3609871785,Phébus,004004026:23,40531,Vélizy 2,Vélizy 2
315,StopPoint:80:94,004004026:23,4261,Vélizy 2,Hôtel de Ville,StopPoint:Node:5589905853,Phébus,004004026:23,4261,Vélizy 2,Hôtel de Ville
316,StopPoint:80:112,004004029:45,42007,Mairie de Vélizy,Le Bois,StopPoint:Node:5347077060,Phébus,004004029:45,42007,Mairie de Vélizy,Le Bois
317,StopPoint:80:113,004004029:45,37039,Musée de Sèvres,Le Bois,StopPoint:Node:5347077057,Phébus,004004029:45,37039,Musée de Sèvres,Le Bois
318,StopPoint:80:127,004004029:45,12821,Musée de Sèvres,Louvois,StopPoint:Node:5342630910,Phébus,004004029:45,12821,Musée de Sèvres,Louvois
319,StopPoint:80:128,004004029:45,38967,Mairie de Vélizy,Louvois,StopPoint:Node:5342630914,Phébus,004004029:45,38967,Mairie de Vélizy,Louvois
321,StopPoint:80:135,004004029:45,20444,Mairie de Vélizy,Musée de Sèvres,StopPoint:Node:2307380411,Phébus,004004029:45,20444,Mairie de Vélizy,Musée de Sèvres
322,StopPoint:80:136,004004029:45,28665,Musée de Sèvres,Musée de Sèvres,StopPoint:Node:2307380411,Phébus,004004029:45,28665,Musée de Sèvres,Musée de Sèvres
324,StopPoint:80:137,004004029:45,42010,Mairie de Vélizy,Marcel Dassault,StopPoint:Node:5347077076,Phébus,004004029:45,42010,Mairie de Vélizy,Marcel Dassault
325,StopPoint:80:138,004004029:45,12722,Musée de Sèvres,Marcel Dassault,StopPoint:Node:2955887574,Phébus,004004029:45,12722,Musée de Sèvres,Marcel Dassault
326,StopPoint:80:145,004004029:45,12806,Mairie de Vélizy,Morane,StopPoint:Node:3557095021,Phébus,004004029:45,12806,Mairie de Vélizy,Morane
327,StopPoint:80:146,004004029:45,12807,Musée de Sèvres,Morane,StopPoint:Node:686534116,Phébus,004004029:45,12807,Musée de Sèvres,Morane
328,StopPoint:80:178,004004029:45,12712,Mairie de Vélizy,Résidence Europe,StopPoint:Node:5597300855,Phébus,004004029:45,12712,Mairie de Vélizy,Résidence Europe
329,StopPoint:80:179,004004029:45,12713,Musée de Sèvres,Résidence Europe,StopPoint:Node:5347077062,Phébus,004004029:45,12713,Musée de Sèvres,Résidence Europe
330,StopPoint:80:213,004004029:45,12717,Mairie de Vélizy,La Cheminée,StopPoint:Node:5347077067,Phébus,004004029:45,12717,Mairie de Vélizy,La Cheminée
331,StopPoint:80:214,004004029:45,14492,Musée de Sèvres,La Cheminée,StopPoint:Node:5347077063,Phébus,004004029:45,14492,Musée de Sèvres,La Cheminée
332,StopPoint:80:234,004004029:45,2159,Musée de Sèvres,Mairie de Vélizy,StopPoint:Node:5716529664,Phébus,004004029:45,2159,Musée de Sèvres,Mairie de Vélizy
334,StopPoint:80:51,004004029:45,24690,Musée de Sèvres,De Lattre de Tassigny,StopPoint:Node:5716529662,Phébus,004004029:45,24690,Musée de Sèvres,De Lattre de Tassigny
335,StopPoint:80:52,004004029:45,42009,Musée de Sèvres,Dewoitine,StopPoint:Node:5347077058,Phébus,004004029:45,42009,Musée de Sèvres,Dewoitine
336,StopPoint:80:54,004004029:45,42004,Mairie de Vélizy,Dewoitine,StopPoint:Node:5347077055,Phébus,004004029:45,42004,Mairie de Vélizy,Dewoitine
337,StopPoint:80:68,004004029:45,24691,Mairie de Vélizy,Exelmans,StopPoint:Node:4323743911,Phébus,004004029:45,24691,Mairie de Vélizy,Exelmans
338,StopPoint:80:77,004004029:45,12714,Mairie de Vélizy,Grange Dame Rose,StopPoint:Node:5409941424,Phébus,004004029:45,12714,Mairie de Vélizy,Grange Dame Rose
339,StopPoint:80:78,004004029:45,12715,Musée de Sèvres,Grange Dame Rose,StopPoint:Node:5347077073,Phébus,004004029:45,12715,Musée de Sèvres,Grange Dame Rose
340,StopPoint:80:91,004004029:45,12734,Mairie de Vélizy,Vélizy 2,StopPoint:Node:3609871783,Phébus,004004029:45,12734,Mairie de Vélizy,Vélizy 2
341,StopPoint:80:113,004004040:40,37039,Pont de Sèvres,Le Bois,StopPoint:Node:5347077057,Phébus,004004040:40,37039,Pont de Sèvres,Le Bois
342,StopPoint:80:113,004004040:40,37039,Pont de Sèvres,Le Bois,StopPoint:Node:5347077057,Phébus,004004040:40,37039,Pont de Sèvres,Le Bois
343,StopPoint:80:146,004004040:40,12807,Pont de Sèvres,Morane,StopPoint:Node:686534116,Phébus,004004040:40,12807,Pont de Sèvres,Morane
344,StopPoint:80:146,004004040:40,12807,Pont de Sèvres,Morane,StopPoint:Node:686534116,Phébus,004004040:40,12807,Pont de Sèvres,Morane
345,StopPoint:80:65,004004040:40,12726,Pont de Sèvres,Europe Sud,StopPoint:Node:5347077074,Phébus,004004040:40,12726,Pont de Sèvres,Europe Sud
346,StopPoint:80:65,004004040:40,12726,Pont de Sèvres,Europe Sud,StopPoint:Node:5347077074,Phébus,004004040:40,12726,Pont de Sèvres,Europe Sud
347,StopPoint:22:156,005005038:38,35487,La Picotière,Lycée Jean Monnet,StopPoint:Node:5533971137,Transdev Ile-de-France Houdan,005005038:38,35487,La Picotière,Lycée Jean Monnet
351,StopPoint:22:210,005005038:38,35535,La Picotière,Square Coty,StopPoint:Node:5534250418,Transdev Ile-de-France Houdan,005005038:38,35535,La Picotière,Square Coty
353,StopPoint:22:212,005005038:38,35537,La Picotière,Gendarmerie,StopPoint:Node:1429612423,Transdev Ile-de-France Houdan,005005038:38,35537,La Picotière,Gendarmerie
355,StopPoint:22:214,005005038:38,35539,La Picotière,Butte au Moulin,StopPoint:Node:5533647973,Transdev Ile-de-France Houdan,005005038:38,35539,La Picotière,Butte au Moulin
357,StopPoint:22:216,005005038:38,35541,La Picotière,Place Richard,StopPoint:Node:5533647972,Transdev Ile-de-France Houdan,005005038:38,35541,La Picotière,Place Richard
359,StopPoint:22:220,005005038:38,35545,La Picotière,Place St Louis,StopPoint:Node:4318157219,Transdev Ile-de-France Houdan,005005038:38,35545,La Picotière,Place Saint-Louis
361,StopPoint:22:222,005005038:38,35547,La Picotière,Tilleuls,StopPoint:Node:5533647969,Transdev Ile-de-France Houdan,005005038:38,35547,La Picotière,Tilleuls
363,StopPoint:22:224,005005038:38,35549,La Picotière,Châtaigniers,StopPoint:Node:5533647968,Transdev Ile-de-France Houdan,005005038:38,35549,La Picotière,Châtaigniers
365,StopPoint:22:226,005005038:38,35551,La Picotière,Loup Ravissant,StopPoint:Node:5533647967,Transdev Ile-de-France Houdan,005005038:38,35551,La Picotière,Loup Ravissant
367,StopPoint:22:228,005005038:38,35553,La Picotière,Le Gassé,StopPoint:Node:2136286101,Transdev Ile-de-France Houdan,005005038:38,35553,La Picotière,Le Gassé
371,StopPoint:22:229,005005038:38,35554,La Picotière,La Pommeraie,StopPoint:Node:1429614911,Transdev Ile-de-France Houdan,005005038:38,35554,La Picotière,La Pommeraie
375,StopPoint:22:230,005005038:38,35555,La Picotière,Guignonville,StopPoint:Node:2136286098,Transdev Ile-de-France Houdan,005005038:38,35555,La Picotière,Guignonville
379,StopPoint:22:231,005005038:38,35556,La Picotière,Croix de Saulx,StopPoint:Node:4326535408,Transdev Ile-de-France Houdan,005005038:38,35556,La Picotière,Croix de Saulx
381,StopPoint:22:233,005005038:38,35558,La Picotière,Salle des Fêtes,StopPoint:Node:5533647962,Transdev Ile-de-France Houdan,005005038:38,35558,La Picotière,Salle des Fêtes
383,StopPoint:22:235,005005038:38,35560,La Picotière,Place du Château,StopPoint:Node:4326842868,Transdev Ile-de-France Houdan,005005038:38,35560,La Picotière,Place du Château
385,StopPoint:22:237,005005038:38,35562,La Picotière,Route de Tacoignières,StopPoint:Node:1429617642,Transdev Ile-de-France Houdan,005005038:38,35562,La Picotière,Route de Tacoignières
387,StopPoint:22:240,005005038:38,35565,La Picotière,Rue de la Gare (Monument),StopPoint:Node:4318268814,Transdev Ile-de-France Houdan,005005038:38,35565,La Picotière,Rue de la Gare (Monument)
391,StopPoint:22:242,005005038:38,35567,La Picotière,Bas Fonceaux (Café),StopPoint:Node:5533647958,Transdev Ile-de-France Houdan,005005038:38,35567,La Picotière,Bas Fonceaux (Café)
393,StopPoint:22:245,005005038:38,35570,La Picotière,Rue des Brices,StopPoint:Node:5533647957,Transdev Ile-de-France Houdan,005005038:38,35570,La Picotière,Rue des Brices
395,StopPoint:22:247,005005038:38,35572,La Picotière,Chemin des Bois,StopPoint:Node:4326042753,Transdev Ile-de-France Houdan,005005038:38,35572,La Picotière,Chemin des Bois
397,StopPoint:22:249,005005038:38,35574,La Picotière,Place de la Libération,StopPoint:Node:4326861475,Transdev Ile-de-France Houdan,005005038:38,35574,La Picotière,Place de la Libération
399,StopPoint:22:251,005005038:38,35576,La Picotière,Rue G.Pompidou,StopPoint:Node:5533648327,Transdev Ile-de-France Houdan,005005038:38,35576,La Picotière,Rue G. Pompidou
403,StopPoint:22:252,005005038:38,35577,La Picotière,Eglise,StopPoint:Node:5533647950,Transdev Ile-de-France Houdan,005005038:38,35577,La Picotière,Église
405,StopPoint:22:256,005005038:38,35579,La Picotière,Chemin de la Cure,StopPoint:Node:5533647949,Transdev Ile-de-France Houdan,005005038:38,35579,La Picotière,Chemin de la Cure
409,StopPoint:22:257,005005038:38,35580,La Picotière,Grand'Cour,StopPoint:Node:5533647948,Transdev Ile-de-France Houdan,005005038:38,35580,La Picotière,Grand'Cour
411,StopPoint:22:259,005005038:38,35582,La Picotière,Mairie,StopPoint:Node:5533647947,Transdev Ile-de-France Houdan,005005038:38,35582,La Picotière,Mairie
415,StopPoint:22:261,005005038:38,35584,La Picotière,Mare,StopPoint:Node:4321593901,Transdev Ile-de-France Houdan,005005038:38,35584,La Picotière,Mare
417,StopPoint:22:263,005005038:38,35586,La Picotière,La Picotière,StopPoint:Node:5533647945,Transdev Ile-de-France Houdan,005005038:38,35586,La Picotière,La Picotière
419,StopPoint:22:323,005005038:38,31481,La Picotière,1 Route Nationale,StopPoint:Node:5533640170,Transdev Ile-de-France Houdan,005005038:38,31481,La Picotière,1 Route Nationale
421,StopPoint:22:325,005005038:38,35643,La Picotière,Place du Marché,StopPoint:Node:1461481287,Transdev Ile-de-France Houdan,005005038:38,35643,La Picotière,Place du Marché
423,StopPoint:22:497,005005038:38,35747,La Picotière,Le Pavé,StopPoint:Node:2136286068,Transdev Ile-de-France Houdan,005005038:38,35747,La Picotière,Le Pavé
425,StopPoint:57:180,006006002:2,11281,Gare de Massy Palaiseau B,Château d'eau,StopPoint:Node:5220167438,Mobicaps,006006002:2,11281,Gare de Massy-Palaiseau,Château d'Eau
426,StopPoint:57:181,006006002:2,11282,Centre Commercial Ulis 2,Château d'eau,StopPoint:Node:1383527977,Mobicaps,006006002:2,11282,Centre Commercial Ulis 2,Château d'Eau
427,StopPoint:57:190,006006002:2,11283,Gare de Massy Palaiseau B,Y,StopPoint:Node:664269957,Mobicaps,006006002:2,11283,Gare de Massy-Palaiseau,Y
428,StopPoint:57:191,006006002:2,11284,Centre Commercial Ulis 2,Y,StopPoint:Node:664269956,Mobicaps,006006002:2,11284,Centre Commercial Ulis 2,Y
429,StopPoint:57:280,006006002:2,11296,Gare de Massy Palaiseau B,LFB,StopPoint:Node:664269945,Mobicaps,006006002:2,11296,Gare de Massy-Palaiseau,LFB
430,StopPoint:57:281,006006002:2,11297,Centre Commercial Ulis 2,LFB,StopPoint:Node:664269944,Mobicaps,006006002:2,11297,Centre Commercial Ulis 2,LFB
431,StopPoint:57:370,006006002:2,11310,Gare de Massy Palaiseau B,Rond-Point de Mondétour,StopPoint:Node:1345578401,Mobicaps,006006002:2,11310,Gare de Massy-Palaiseau,Rond-Point de Mondétour
433,StopPoint:57:381,006006002:2,414620,Centre Commercial Ulis 2,Ferme,StopPoint:Node:1428481977,Mobicaps,006006002:2,414620,Centre Commercial Ulis 2,Ferme
434,StopPoint:57:391,006006002:2,11315,Centre Commercial Ulis 2,Bathes,StopPoint:Node:1633194367,Mobicaps,006006002:2,11315,Centre Commercial Ulis 2,Bathes
435,StopPoint:57:411,006006002:2,11317,Centre Commercial Ulis 2,Barceleau,StopPoint:Node:1633194366,Mobicaps,006006002:2,11317,Centre Commercial Ulis 2,Barceleau
436,StopPoint:57:420,006006002:2,2843,Gare de Massy Palaiseau B,Mairie des Ulis,StopPoint:Node:3858905059,Mobicaps,006006002:2,2843,Gare de Massy-Palaiseau,Mairie des Ulis
437,StopPoint:57:430,006006002:2,11320,Centre Commercial Ulis 2,Champagne,StopPoint:Node:1345592623,Mobicaps,006006002:2,11320,Centre Commercial Ulis 2,Champagne
438,StopPoint:57:440,006006002:2,11322,Centre Commercial Ulis 2,Ile de France,StopPoint:Node:3858905058,Mobicaps,006006002:2,11322,Centre Commercial Ulis 2,Île de France
439,StopPoint:57:450,006006002:2,11323,Centre Commercial Ulis 2,Passerelle Automne,StopPoint:Node:1428602128,Mobicaps,006006002:2,11323,Centre Commercial Ulis 2,Passerelle Automne
440,StopPoint:57:470,006006002:2,11326,Gare de Massy Palaiseau B,Thomas,StopPoint:Node:1049105939,Mobicaps,006006002:2,11326,Gare de Massy-Palaiseau,Les Thomas
441,StopPoint:57:471,006006002:2,11327,Centre Commercial Ulis 2,Thomas,StopPoint:Node:1049105944,Mobicaps,006006002:2,11327,Centre Commercial Ulis 2,Les Thomas
442,StopPoint:57:480,006006002:2,4822,Gare de Massy Palaiseau B,Essouriau,StopPoint:Node:1358221479,Mobicaps,006006002:2,4822,Gare de Massy-Palaiseau,Lycée Essouriau
443,StopPoint:57:481,006006002:2,4823,Centre Commercial Ulis 2,Essouriau,StopPoint:Node:1358221230,Mobicaps,006006002:2,4823,Centre Commercial Ulis 2,Lycée Essouriau
444,StopPoint:57:490,006006002:2,11330,Gare de Massy Palaiseau B,Centre Commercial Ulis 2,StopPoint:Node:1358221618,Mobicaps,006006002:2,11330,Gare de Massy-Palaiseau,Centre Commercial Régional Les Ulis 2 - Piscine
445,StopPoint:57:570,006006002:2,41739,Gare de Massy Palaiseau B,Bourgogne,StopPoint:Node:2023339957,Mobicaps,006006002:2,41739,Gare de Massy-Palaiseau,Bourgogne
446,StopPoint:57:370,006006003:3,11310,Gare d'Orsay Ville,Rond-Point de Mondétour,StopPoint:Node:1345578401,Mobicaps,006006003:3,11310,Gare d'Orsay Ville,Rond-Point de Mondétour
447,StopPoint:57:380,006006003:3,11312,Gare d'Orsay Ville,Ferme,StopPoint:Node:1428482103,Mobicaps,006006003:3,11312,Gare d'Orsay Ville,Ferme
449,StopPoint:57:381,006006003:3,414620,Centre Commercial Ulis 2,Ferme,StopPoint:Node:1428481977,Mobicaps,006006003:3,414620,Centre Commercial Ulis 2,Ferme
452,StopPoint:57:391,006006003:3,11315,Centre Commercial Ulis 2,Bathes,StopPoint:Node:1633194367,Mobicaps,006006003:3,11315,Centre Commercial Ulis 2,Bathes
455,StopPoint:57:411,006006003:3,11317,Centre Commercial Ulis 2,Barceleau,StopPoint:Node:1633194366,Mobicaps,006006003:3,11317,Centre Commercial Ulis 2,Barceleau
457,StopPoint:57:420,006006003:3,2843,Gare d'Orsay Ville,Mairie des Ulis,StopPoint:Node:3858905059,Mobicaps,006006003:3,2843,Gare d'Orsay Ville,Mairie des Ulis
459,StopPoint:57:430,006006003:3,11320,Centre Commercial Ulis 2,Champagne,StopPoint:Node:1345592623,Mobicaps,006006003:3,11320,Centre Commercial Ulis 2,Champagne
462,StopPoint:57:440,006006003:3,11322,Centre Commercial Ulis 2,Ile de France,StopPoint:Node:3858905058,Mobicaps,006006003:3,11322,Centre Commercial Ulis 2,Île de France
465,StopPoint:57:450,006006003:3,11323,Centre Commercial Ulis 2,Passerelle Automne,StopPoint:Node:1428602128,Mobicaps,006006003:3,11323,Centre Commercial Ulis 2,Passerelle Automne
467,StopPoint:57:460,006006003:3,11324,Gare d'Orsay Ville,Hautes Plaines,StopPoint:Node:4104782461,Mobicaps,006006003:3,11324,Gare d'Orsay Ville,Hautes Plaines
469,StopPoint:57:461,006006003:3,11325,Centre Commercial Ulis 2,Hautes Plaines,StopPoint:Node:1611009440,Mobicaps,006006003:3,11325,Centre Commercial Ulis 2,Hautes Plaines
471,StopPoint:57:470,006006003:3,11326,Gare d'Orsay Ville,Thomas,StopPoint:Node:1049105939,Mobicaps,006006003:3,11326,Gare d'Orsay Ville,Les Thomas
473,StopPoint:57:471,006006003:3,11327,Centre Commercial Ulis 2,Thomas,StopPoint:Node:1049105944,Mobicaps,006006003:3,11327,Centre Commercial Ulis 2,Les Thomas
474,StopPoint:57:480,006006003:3,4822,Gare d'Orsay Ville,Essouriau,StopPoint:Node:1358221479,Mobicaps,006006003:3,4822,Gare d'Orsay Ville,Lycée Essouriau
475,StopPoint:57:481,006006003:3,4823,Centre Commercial Ulis 2,Essouriau,StopPoint:Node:1358221230,Mobicaps,006006003:3,4823,Centre Commercial Ulis 2,Lycée Essouriau
476,StopPoint:57:570,006006003:3,41739,Gare d'Orsay Ville,Bourgogne,StopPoint:Node:2023339957,Mobicaps,006006003:3,41739,Gare d'Orsay Ville,Bourgogne
479,StopPoint:57:600,006006003:3,12422,Centre Commercial Ulis 2,Gare d'Orsay Ville,StopPoint:Node:5237163546,Mobicaps,006006003:3,12422,Centre Commercial Ulis 2,Gare d'Orsay RER
484,StopPoint:57:610,006006003:3,11338,Centre Commercial Ulis 2,Joffre,StopPoint:Node:4103485160,Mobicaps,006006003:3,11338,Centre Commercial Ulis 2,Joffre
486,StopPoint:57:620,006006003:3,11339,Gare d'Orsay Ville,Mairie d'Orsay,StopPoint:Node:1617097618,Mobicaps,006006003:3,11339,Gare d'Orsay Ville,Mairie d'Orsay
487,StopPoint:57:630,006006003:3,11341,Gare d'Orsay Ville,République,StopPoint:Node:1617097614,Mobicaps,006006003:3,11341,Gare d'Orsay Ville,République
492,StopPoint:57:650,006006003:3,11345,Gare d'Orsay Ville,Montlhéry,StopPoint:Node:1345578387,Mobicaps,006006003:3,11345,Gare d'Orsay Ville,Montlhéry
494,StopPoint:57:651,006006003:3,11346,Centre Commercial Ulis 2,Montlhéry,StopPoint:Node:1345578388,Mobicaps,006006003:3,11346,Centre Commercial Ulis 2,Monthléry
497,StopPoint:57:660,006006003:3,11347,Gare d'Orsay Ville,Les Amonts,StopPoint:Node:1617050823,Mobicaps,006006003:3,11347,Gare d'Orsay Ville,Les Amonts
503,StopPoint:57:670,006006003:3,11349,Gare d'Orsay Ville,Montjay,StopPoint:Node:1043982084,Mobicaps,006006003:3,11349,Gare d'Orsay Ville,Montjay
504,StopPoint:57:1460,006006004:4,424613,Gare de Bures sur Yvette,Avenue des Ulis,StopPoint:Node:5218818017,Mobicaps,006006004:4,424613,Gare de Bures sur Yvette,Avenue des Ulis
506,StopPoint:57:470,006006004:4,11326,Gare de Bures sur Yvette,Thomas,StopPoint:Node:1049105939,Mobicaps,006006004:4,11326,Gare de Bures sur Yvette,Les Thomas
507,StopPoint:57:470,006006004:4,11326,Gare de Bures sur Yvette,Thomas,StopPoint:Node:1049105939,Mobicaps,006006004:4,11326,Gare de Bures sur Yvette,Les Thomas
508,StopPoint:57:471,006006004:4,11327,Centre Commercial Ulis 2,Thomas,StopPoint:Node:1049105944,Mobicaps,006006004:4,11327,Centre Commercial Ulis 2,Les Thomas
509,StopPoint:57:480,006006004:4,4822,Gare de Bures sur Yvette,Essouriau,StopPoint:Node:1358221479,Mobicaps,006006004:4,4822,Gare de Bures sur Yvette,Lycée Essouriau
510,StopPoint:57:480,006006004:4,4822,Gare de Bures sur Yvette,Essouriau,StopPoint:Node:1358221479,Mobicaps,006006004:4,4822,Gare de Bures sur Yvette,Lycée Essouriau
511,StopPoint:57:481,006006004:4,4823,Centre Commercial Ulis 2,Essouriau,StopPoint:Node:1358221230,Mobicaps,006006004:4,4823,Centre Commercial Ulis 2,Lycée Essouriau
513,StopPoint:57:494,006006004:4,414621,Gare de Bures sur Yvette,Centre Commercial Ulis 2,StopPoint:Node:1358221019,Mobicaps,006006004:4,414621,Gare de Bures sur Yvette,Centre Commercial Régional Les Ulis 2 - Piscine
514,StopPoint:57:550,006006004:4,424594,Gare de Bures sur Yvette,Beaumontel,StopPoint:Node:5218818015,Mobicaps,006006004:4,424594,Gare de Bures sur Yvette,Beaumontel
516,StopPoint:57:661,006006004:4,11348,Gare de Bures sur Yvette,Les Amonts,StopPoint:Node:1617050810,Mobicaps,006006004:4,11348,Gare de Bures sur Yvette,Les Amonts
517,StopPoint:57:661,006006004:4,11348,Gare de Bures sur Yvette,Les Amonts,StopPoint:Node:1617050810,Mobicaps,006006004:4,11348,Gare de Bures sur Yvette,Les Amonts
518,StopPoint:57:760,006006004:4,424607,Gare de Bures sur Yvette,Cimetière de Bures,StopPoint:Node:5219485876,Mobicaps,006006004:4,424607,Gare de Bures sur Yvette,Cimetière de Bures
521,StopPoint:57:1350,006006005:5,11439,Gare d'Orsay Ville,Océanie 3,StopPoint:Node:4105788565,Mobicaps,006006005:5,11439,Gare d'Orsay Ville,Océanie 3
